,Site_Id,Date,Hour,HourDescription,Value,AirQualityCategory,DeterminingPollutant,Parameter.ParameterCode,Parameter.ParameterDescription,Parameter.Units,Parameter.UnitsDescription,Parameter.Category,Parameter.SubCategory,Parameter.Frequency
186,259,2022-02-05,1,12 am - 1 am,0.002604,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
187,259,2022-02-05,1,12 am - 1 am,0.132,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
188,259,2022-02-05,1,12 am - 1 am,0.216,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
189,259,2022-02-05,1,12 am - 1 am,-0.026831,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
190,259,2022-02-05,1,12 am - 1 am,-0.004226,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
191,259,2022-02-05,1,12 am - 1 am,1.979347,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
192,259,2022-02-05,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
193,259,2022-02-05,1,12 am - 1 am,22.813,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
194,287,2022-02-05,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
195,287,2022-02-05,1,12 am - 1 am,0.176,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
196,287,2022-02-05,1,12 am - 1 am,0.195,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
197,287,2022-02-05,1,12 am - 1 am,0.003951,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
198,287,2022-02-05,1,12 am - 1 am,0.018964,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
199,287,2022-02-05,1,12 am - 1 am,2.013782,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
200,287,2022-02-05,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
201,287,2022-02-05,1,12 am - 1 am,33.696,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
202,300,2022-02-05,1,12 am - 1 am,0.113022,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
203,300,2022-02-05,1,12 am - 1 am,0.179816,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
204,300,2022-02-05,1,12 am - 1 am,0.234,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
205,300,2022-02-05,1,12 am - 1 am,0.348,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
206,300,2022-02-05,1,12 am - 1 am,-0.127224,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
207,300,2022-02-05,1,12 am - 1 am,-0.123338,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
208,300,2022-02-05,1,12 am - 1 am,2.134358,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
209,300,2022-02-05,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
210,300,2022-02-05,1,12 am - 1 am,45.201,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
211,33,2022-02-06,1,12 am - 1 am,0.185,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
212,33,2022-02-06,1,12 am - 1 am,0.233,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
213,33,2022-02-06,1,12 am - 1 am,0.08948,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
214,33,2022-02-06,1,12 am - 1 am,1.880575,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
215,33,2022-02-06,1,12 am - 1 am,1.952575,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
216,33,2022-02-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
217,33,2022-02-06,1,12 am - 1 am,36.258,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
218,39,2022-02-06,1,12 am - 1 am,0.103463,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
219,39,2022-02-06,1,12 am - 1 am,0.132154,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
220,39,2022-02-06,1,12 am - 1 am,0.204,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
221,39,2022-02-06,1,12 am - 1 am,0.214,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
222,39,2022-02-06,1,12 am - 1 am,0.17421,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
223,39,2022-02-06,1,12 am - 1 am,1.93125,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
224,39,2022-02-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
225,39,2022-02-06,1,12 am - 1 am,24.24,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
226,107,2022-02-06,1,12 am - 1 am,-0.223852,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
227,107,2022-02-06,1,12 am - 1 am,0.184,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
228,107,2022-02-06,1,12 am - 1 am,0.459576,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
229,107,2022-02-06,1,12 am - 1 am,0.872132,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
230,107,2022-02-06,1,12 am - 1 am,1.826,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
231,107,2022-02-06,1,12 am - 1 am,1.8858,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
232,107,2022-02-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
233,107,2022-02-06,1,12 am - 1 am,33.266,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
234,259,2022-02-06,1,12 am - 1 am,-0.071904,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
235,259,2022-02-06,1,12 am - 1 am,0.211,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
236,259,2022-02-06,1,12 am - 1 am,0.121909,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
237,259,2022-02-06,1,12 am - 1 am,1.943685,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
238,259,2022-02-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
239,259,2022-02-06,1,12 am - 1 am,23.772,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
240,287,2022-02-06,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
241,287,2022-02-06,1,12 am - 1 am,0.226,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
242,287,2022-02-06,1,12 am - 1 am,0.016331,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
243,287,2022-02-06,1,12 am - 1 am,1.98289,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
244,287,2022-02-06,1,12 am - 1 am,2.00039,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
245,287,2022-02-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
246,287,2022-02-06,1,12 am - 1 am,38.127,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
247,300,2022-02-06,1,12 am - 1 am,0.142112,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
248,300,2022-02-06,1,12 am - 1 am,0.182766,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
249,300,2022-02-06,1,12 am - 1 am,0.267,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
250,300,2022-02-06,1,12 am - 1 am,0.276,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
251,300,2022-02-06,1,12 am - 1 am,-0.102863,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
252,300,2022-02-06,1,12 am - 1 am,-0.087392,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
253,300,2022-02-06,1,12 am - 1 am,1.937678,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
254,300,2022-02-06,1,12 am - 1 am,1.945578,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
255,300,2022-02-06,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
256,300,2022-02-06,1,12 am - 1 am,38.399,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
257,33,2022-02-07,1,12 am - 1 am,0.165,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
258,33,2022-02-07,1,12 am - 1 am,0.233672,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
259,33,2022-02-07,1,12 am - 1 am,1.249159,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
260,33,2022-02-07,1,12 am - 1 am,1.798125,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
261,33,2022-02-07,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
262,33,2022-02-07,1,12 am - 1 am,24.616,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
263,39,2022-02-07,1,12 am - 1 am,0.16606,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
264,39,2022-02-07,1,12 am - 1 am,0.226954,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
265,39,2022-02-07,1,12 am - 1 am,0.157,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
266,39,2022-02-07,1,12 am - 1 am,0.720001,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
267,39,2022-02-07,1,12 am - 1 am,1.4633,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
268,39,2022-02-07,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
269,39,2022-02-07,1,12 am - 1 am,19.268,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
270,107,2022-02-07,1,12 am - 1 am,-0.23657,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
271,107,2022-02-07,1,12 am - 1 am,-0.233744,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
272,107,2022-02-07,1,12 am - 1 am,0.141,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
273,107,2022-02-07,1,12 am - 1 am,1.060034,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
274,107,2022-02-07,1,12 am - 1 am,1.494,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
275,107,2022-02-07,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
276,107,2022-02-07,1,12 am - 1 am,15.763,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
277,259,2022-02-07,1,12 am - 1 am,-0.037692,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
278,259,2022-02-07,1,12 am - 1 am,0.028578,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
279,259,2022-02-07,1,12 am - 1 am,0.125,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
280,259,2022-02-07,1,12 am - 1 am,0.16,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
281,259,2022-02-07,1,12 am - 1 am,0.755365,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
282,259,2022-02-07,1,12 am - 1 am,1.708585,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
283,259,2022-02-07,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
284,259,2022-02-07,1,12 am - 1 am,19.854,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
285,287,2022-02-07,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
286,287,2022-02-07,1,12 am - 1 am,0.171,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
287,287,2022-02-07,1,12 am - 1 am,0.242,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
288,287,2022-02-07,1,12 am - 1 am,0.660562,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
289,287,2022-02-07,1,12 am - 1 am,1.860234,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
290,287,2022-02-07,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
291,287,2022-02-07,1,12 am - 1 am,28.629,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
292,300,2022-02-07,1,12 am - 1 am,0.182586,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
293,300,2022-02-07,1,12 am - 1 am,0.239369,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
294,300,2022-02-07,1,12 am - 1 am,0.222,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
295,300,2022-02-07,1,12 am - 1 am,0.258,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
296,300,2022-02-07,1,12 am - 1 am,0.080984,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
297,300,2022-02-07,1,12 am - 1 am,1.920635,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
298,300,2022-02-07,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
299,300,2022-02-07,1,12 am - 1 am,42.282,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
300,33,2022-02-08,1,12 am - 1 am,0.165,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
301,33,2022-02-08,1,12 am - 1 am,0.186,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
302,33,2022-02-08,1,12 am - 1 am,1.402379,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
303,33,2022-02-08,1,12 am - 1 am,1.7355,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
304,33,2022-02-08,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
305,33,2022-02-08,1,12 am - 1 am,19.282,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
306,39,2022-02-08,1,12 am - 1 am,0.284868,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
307,39,2022-02-08,1,12 am - 1 am,0.169,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
308,39,2022-02-08,1,12 am - 1 am,0.255,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
309,39,2022-02-08,1,12 am - 1 am,0.553547,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
310,39,2022-02-08,1,12 am - 1 am,1.413125,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
311,39,2022-02-08,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
312,39,2022-02-08,1,12 am - 1 am,29.426,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
313,107,2022-02-08,1,12 am - 1 am,-0.206527,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
314,107,2022-02-08,1,12 am - 1 am,-0.078027,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
315,107,2022-02-08,1,12 am - 1 am,0.123,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
316,107,2022-02-08,1,12 am - 1 am,0.144,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
317,107,2022-02-08,1,12 am - 1 am,1.031922,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
318,107,2022-02-08,1,12 am - 1 am,1.090892,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
319,107,2022-02-08,1,12 am - 1 am,2.7033,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
320,107,2022-02-08,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
321,107,2022-02-08,1,12 am - 1 am,30.537,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
322,259,2022-02-08,1,12 am - 1 am,-0.091154,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
323,259,2022-02-08,1,12 am - 1 am,-0.063456,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
324,259,2022-02-08,1,12 am - 1 am,0.104,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
325,259,2022-02-08,1,12 am - 1 am,0.125,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
326,259,2022-02-08,1,12 am - 1 am,0.46359,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
327,259,2022-02-08,1,12 am - 1 am,0.795853,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
328,259,2022-02-08,1,12 am - 1 am,1.947386,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
329,259,2022-02-08,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
330,259,2022-02-08,1,12 am - 1 am,15.113,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
331,287,2022-02-08,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
332,287,2022-02-08,1,12 am - 1 am,0.137,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
333,287,2022-02-08,1,12 am - 1 am,0.173,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
334,287,2022-02-08,1,12 am - 1 am,0.531085,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
335,287,2022-02-08,1,12 am - 1 am,0.651444,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
336,287,2022-02-08,1,12 am - 1 am,2.116554,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
337,287,2022-02-08,1,12 am - 1 am,2.408054,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
338,287,2022-02-08,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
339,287,2022-02-08,1,12 am - 1 am,25.037,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
340,300,2022-02-08,1,12 am - 1 am,0.159465,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
341,300,2022-02-08,1,12 am - 1 am,0.24836,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
342,300,2022-02-08,1,12 am - 1 am,0.169,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
343,300,2022-02-08,1,12 am - 1 am,0.254,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
344,300,2022-02-08,1,12 am - 1 am,0.569946,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
345,300,2022-02-08,1,12 am - 1 am,0.985976,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
346,300,2022-02-08,1,12 am - 1 am,2.479623,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
347,300,2022-02-08,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
348,300,2022-02-08,1,12 am - 1 am,34.397,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
349,33,2022-02-09,1,12 am - 1 am,0.236,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
350,33,2022-02-09,1,12 am - 1 am,1.290796,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
351,33,2022-02-09,1,12 am - 1 am,4.76725,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
352,33,2022-02-09,1,12 am - 1 am,5.15205,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
353,33,2022-02-09,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
354,33,2022-02-09,1,12 am - 1 am,42.248,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
355,39,2022-02-09,1,12 am - 1 am,0.270055,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
356,39,2022-02-09,1,12 am - 1 am,0.332632,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
357,39,2022-02-09,1,12 am - 1 am,0.139,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
358,39,2022-02-09,1,12 am - 1 am,0.208,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
359,39,2022-02-09,1,12 am - 1 am,0.541667,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
360,39,2022-02-09,1,12 am - 1 am,3.3715,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
361,39,2022-02-09,1,12 am - 1 am,3.7808,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
362,39,2022-02-09,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
363,39,2022-02-09,1,12 am - 1 am,27.278,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
364,107,2022-02-09,1,12 am - 1 am,0.119204,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
365,107,2022-02-09,1,12 am - 1 am,0.272,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
366,107,2022-02-09,1,12 am - 1 am,1.510853,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
367,107,2022-02-09,1,12 am - 1 am,2.707666,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
368,107,2022-02-09,1,12 am - 1 am,3.2862,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
369,107,2022-02-09,1,12 am - 1 am,5.078,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
370,107,2022-02-09,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
371,107,2022-02-09,1,12 am - 1 am,36.317,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
372,259,2022-02-09,1,12 am - 1 am,-0.091661,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
373,259,2022-02-09,1,12 am - 1 am,-0.056772,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
374,259,2022-02-09,1,12 am - 1 am,0.104,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
375,259,2022-02-09,1,12 am - 1 am,0.191,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
376,259,2022-02-09,1,12 am - 1 am,0.194099,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
377,259,2022-02-09,1,12 am - 1 am,1.374798,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
378,259,2022-02-09,1,12 am - 1 am,4.259496,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
379,259,2022-02-09,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
380,259,2022-02-09,1,12 am - 1 am,25.529,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
